PWSID,PWS_NAME,CITY_SERVED,STATE,STATE_NAME,PWS_TYPE_CODE,PWS_TYPE_SHORT,SOURCE_WATER,PWS_SIZE,POPULATION_SERVED_COUNT,FISCAL_YEAR,VIOLATION_NAME,VIOLATION_ID,RULE_NAME,BEGIN_YEAR,END_YEAR,RTC_YEAR,ACUTE_HEALTH_BASED,HEALTH_BASED,MONITORING_REPORTING,PUBLIC_NOTIF_OTHER
MN5500057,"Akkerman Manufacturing, Inc.",,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,55,2015,Follow-up Or Routine LCR Tap M/R,47698,LCR,2015,,2015,N,N,Y,N
MN5390112,Jerry's Restaurant and Lounge,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2014,"MCL, Monthly (TCR)",46329,TCR,2014,2014,2014,N,Y,N,N
MN5480253,Mac's Twin Bay Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,50,2013,"MCL, Acute (TCR)",46332,TCR,2013,2013,2013,Y,Y,N,N
MN5480019,Wahkon Presbyterian Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,60,2014,"MCL, Monthly (TCR)",47805,TCR,2014,2014,2014,N,Y,N,N
MN5480031,Good Shepherd Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,40,2014,"MCL, Monthly (TCR)",47806,TCR,2014,2014,2014,N,Y,N,N
MN5550081,South Zumbro Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,200,2012,"MCL, Monthly (TCR)",42548,TCR,2012,2012,2012,N,Y,N,N
MN5490080,Camp Shamineau,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,400,2015,"Monitoring, Routine Major (TCR)",46975,TCR,2014,2014,,N,N,Y,N
MN5490082,Auger's Pine View Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,50,2015,"MCL, Monthly (TCR)",46334,TCR,2013,2013,,N,Y,N,N
MN5390124,Dickie's Diner,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,50,2012,"MCL, Monthly (TCR)",41734,TCR,2011,2011,2012,N,Y,N,N
MN5390124,Dickie's Diner,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,50,2011,"MCL, Monthly (TCR)",41734,TCR,2011,2011,2012,N,Y,N,N
MN5410023,1975 Filling Station & Restaurant,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2014,"MCL, Monthly (TCR)",47035,TCR,2014,2014,2014,N,Y,N,N
MN5410025,Knotty Pine Supper Club,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,70,2014,"Monitoring, Regular",46981,Nitrates,2014,2014,,N,N,Y,N
MN5410025,Knotty Pine Supper Club,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,70,2013,"Monitoring, Regular",44743,Nitrates,2013,2013,2013,N,N,Y,N
MN5410025,Knotty Pine Supper Club,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,70,2013,"MCL, Average",40571,Nitrates,2009,2013,2013,Y,Y,N,N
MN5410025,Knotty Pine Supper Club,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,70,2012,"MCL, Average",40571,Nitrates,2009,2013,2013,Y,Y,N,N
MN5410025,Knotty Pine Supper Club,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,70,2011,"MCL, Average",40571,Nitrates,2009,2013,2013,Y,Y,N,N
MN5500023,Brookside Campground,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,100,2015,"MCL, Monthly (TCR)",47813,TCR,2014,2014,,N,Y,N,N
MN5510024,Sillerud Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,200,2014,"MCL, Monthly (TCR)",46335,TCR,2014,2014,2014,N,Y,N,N
MN5600020,Oak Lake Wayside Rest Area MNDOT,,MN,Minnesota,TNCWS,Non-Community,GW,Small,534,2011,"MCL, Monthly (TCR)",39613,TCR,2011,2011,2011,N,Y,N,N
MN5480074,Lighthouse Fellowship,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,100,2014,"MCL, Monthly (TCR)",45922,TCR,2013,2013,2014,N,Y,N,N
MN5480074,Lighthouse Fellowship,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,100,2013,"MCL, Monthly (TCR)",45922,TCR,2013,2013,2014,N,Y,N,N
MN5400224,Wise Stop Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,30,2015,"MCL, Monthly (TCR)",47802,TCR,2014,2014,,N,Y,N,N
MN5560233,Bylanders Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,65,2015,"MCL, Monthly (TCR)",48980,TCR,2015,2015,2015,N,Y,N,N
MN5430004,Seneca Foods Corporation,,MN,Minnesota,TNCWS,Non-Community,GW,Small,900,2015,"MCL, Monthly (TCR)",48971,TCR,2015,2015,,N,Y,N,N
MN5560220,Bayview Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2014,"MCL, Monthly (TCR)",47042,TCR,2014,2014,2014,N,Y,N,N
MN5460027,East Chain United Methodist Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,50,2011,"MCL, Monthly (TCR)",40848,TCR,2011,2011,2011,N,Y,N,N
MN5380085,Castle Haven Cabins,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2012,"MCL, Acute (TCR)",41389,TCR,2011,2011,2012,Y,Y,N,N
MN5380085,Castle Haven Cabins,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"MCL, Acute (TCR)",41389,TCR,2011,2011,2012,Y,Y,N,N
MN5580164,St. Joseph's Catholic Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,140,2014,"MCL, Monthly (TCR)",47822,TCR,2014,2014,2015,N,Y,N,N
MN5430019,St. John's Evangelical Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,260,2014,"MCL, Monthly (TCR)",43554,TCR,2012,2012,2014,N,Y,N,N
MN5430019,St. John's Evangelical Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,260,2013,"MCL, Monthly (TCR)",43554,TCR,2012,2012,2014,N,Y,N,N
MN5430019,St. John's Evangelical Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,260,2012,"MCL, Monthly (TCR)",43554,TCR,2012,2012,2014,N,Y,N,N
MN5430019,St. John's Evangelical Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,260,2011,"MCL, Monthly (TCR)",41398,TCR,2011,2011,2011,N,Y,N,N
MN5360052,Thunderbird Lodge,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,100,2015,"Monitoring, Routine Major (TCR)",47710,TCR,2014,2014,2015,N,N,Y,N
MN5310779,Wildview Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2015,"MCL, Monthly (TCR)",48967,TCR,2015,2015,,N,Y,N,N
MN5510042,Lake Shetek State Park,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"MCL, Monthly (TCR)",41400,TCR,2011,2011,2011,N,Y,N,N
MN5340084,North Breeze Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,30,2013,"MCL, Monthly (TCR)",45364,TCR,2013,2013,2013,N,Y,N,N
MN5480048,Faith Christian School,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,75,2013,"MCL, Monthly (TCR)",44571,TCR,2013,2013,2013,N,Y,N,N
MN5690207,Northernair Lodge,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2012,"MCL, Monthly (TCR)",43566,TCR,2012,2012,2015,N,Y,N,N
MN5690210,Life of Riley Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2013,"Monitoring, Routine Major (TCR)",43489,TCR,2012,2012,2013,N,N,Y,N
MN5690210,Life of Riley Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2012,"Monitoring, Routine Major (TCR)",43489,TCR,2012,2012,2013,N,N,Y,N
MN5510064,Trail's Edge General Store,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2012,"MCL, Acute (TCR)",41401,TCR,2011,2011,2012,Y,Y,N,N
MN5510064,Trail's Edge General Store,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"MCL, Acute (TCR)",41401,TCR,2011,2011,2012,Y,Y,N,N
MN5560345,Madsen's Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,72,2011,"MCL, Monthly (TCR)",41742,TCR,2011,2011,2011,N,Y,N,N
MN5640031,Moccasin Springs Well Association,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,75,2013,Monitoring and Reporting (DBP),44754,St1 DBP,2013,2013,2013,N,N,Y,N
MN5680035,First Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2012,"MCL, Monthly (TCR)",42129,TCR,2012,2012,2012,N,Y,N,N
MN5490235,Sweet Water Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"MCL, Monthly (TCR)",41739,TCR,2011,2011,2011,N,Y,N,N
MN5460018,East Chain Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,165,2011,"MCL, Monthly (TCR)",40847,TCR,2010,2010,2011,N,Y,N,N
MN5430004,Seneca Foods Corporation,,MN,Minnesota,TNCWS,Non-Community,GW,Small,900,2014,"Monitoring, Routine Major (TCR)",45851,TCR,2013,2013,2014,N,N,Y,N
MN5430004,Seneca Foods Corporation,,MN,Minnesota,TNCWS,Non-Community,GW,Small,900,2013,"Monitoring, Routine Major (TCR)",45851,TCR,2013,2013,2014,N,N,Y,N
MN5550052,East St. Olaf Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,250,2014,"MCL, Acute (TCR)",45927,TCR,2013,2013,2014,Y,Y,N,N
MN5550052,East St. Olaf Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,250,2013,"MCL, Acute (TCR)",45927,TCR,2013,2013,2014,Y,Y,N,N
MN5550072,Rochester Harley Davidson,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2014,"Monitoring, Routine Major (TCR)",45848,TCR,2013,2013,2014,N,N,Y,N
MN5550072,Rochester Harley Davidson,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2013,"Monitoring, Routine Major (TCR)",42478,TCR,2012,2012,2013,N,N,Y,N
MN5550072,Rochester Harley Davidson,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2013,"Monitoring, Routine Major (TCR)",45848,TCR,2013,2013,2014,N,N,Y,N
MN5550072,Rochester Harley Davidson,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2013,"Monitoring, Routine Major (TCR)",44734,TCR,2013,2013,2013,N,N,Y,N
MN5550072,Rochester Harley Davidson,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2012,"Monitoring, Routine Major (TCR)",42478,TCR,2012,2012,2013,N,N,Y,N
MN5550072,Rochester Harley Davidson,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"MCL, Monthly (TCR)",40551,TCR,2010,2010,2011,N,Y,N,N
MN5550072,Rochester Harley Davidson,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"MCL, Monthly (TCR)",40857,TCR,2011,2011,2011,N,Y,N,N
MN5530042,Kinbrae Supper Club,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,40,2012,"MCL, Monthly (TCR)",42125,TCR,2012,2012,2012,N,Y,N,N
MN5530042,Kinbrae Supper Club,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,40,2012,"MCL, Monthly (TCR)",40855,TCR,2010,2010,2012,N,Y,N,N
MN5530042,Kinbrae Supper Club,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,40,2011,"MCL, Monthly (TCR)",40855,TCR,2010,2010,2012,N,Y,N,N
MN5430035,St. Mathews Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,225,2015,"MCL, Monthly (TCR)",47036,TCR,2014,2014,2015,N,Y,N,N
MN5560491,Gibb's No. 10 Sales,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2013,"MCL, Monthly (TCR)",44574,TCR,2013,2013,2013,N,Y,N,N
MN5560491,Gibb's No. 10 Sales,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"MCL, Monthly (TCR)",40860,TCR,2011,2011,2011,N,Y,N,N
MN5480143,Bud's,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,75,2014,"MCL, Monthly (TCR)",47807,TCR,2014,2014,2014,N,Y,N,N
MN5480144,Wahkon Inn,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,50,2013,"MCL, Monthly (TCR)",45923,TCR,2013,2013,2013,N,Y,N,N
MN5480113,Isle Evangelical Free Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"MCL, Monthly (TCR)",40547,TCR,2010,2010,2011,N,Y,N,N
MN5690109,Bimbo's Octogon,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,50,2015,"MCL, Monthly (TCR)",48987,TCR,2015,2015,,N,Y,N,N
MN5520064,Northern Plains Dairy,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,30,2014,"Monitoring, Routine Major (TCR)",45877,TCR,2013,2013,2014,N,N,Y,N
MN5520064,Northern Plains Dairy,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,30,2013,"Monitoring, Routine Major (TCR)",45877,TCR,2013,2013,2014,N,N,Y,N
MN5520064,Northern Plains Dairy,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,30,2013,"Monitoring, Routine Major (TCR)",44511,TCR,2013,2013,2013,N,N,Y,N
MN5550317,Willow Creek Golf Course,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2012,"MCL, Monthly (TCR)",44771,TCR,2012,2012,2012,N,Y,N,N
MN5560160,Bluffton Oil Company,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"MCL, Monthly (TCR)",40859,TCR,2011,2011,2011,N,Y,N,N
MN5560382,Deer Lake Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,50,2012,"MCL, Monthly (TCR)",43559,TCR,2012,2012,2012,N,Y,N,N
MN5560391,South Turtle Lake Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,65,2012,"MCL, Monthly (TCR)",42549,TCR,2012,2012,2012,N,Y,N,N
MN5490239,Looney Bend,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,100,2015,"MCL, Monthly (TCR)",48225,TCR,2015,2015,2015,N,Y,N,N
MN5690207,Northernair Lodge,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2015,"MCL, Monthly (TCR)",43566,TCR,2012,2012,2015,N,Y,N,N
MN5690207,Northernair Lodge,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2015,"MCL, Acute (TCR)",48988,TCR,2015,2015,,Y,Y,N,N
MN5580362,Ryder's Bar & Grill,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2012,"MCL, Monthly (TCR)",44578,TCR,2012,2012,2012,N,Y,N,N
MN5560616,Tonseth Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,40,2015,"MCL, Monthly (TCR)",47819,TCR,2015,2015,2015,N,Y,N,N
MN5690219,"Sunset Resort, Inc.",,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,30,2015,"Monitoring, Routine Major (TCR)",47714,TCR,2014,2014,2015,N,N,Y,N
MN5490139,Camp Lebanon,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,200,2014,"MCL, Monthly (TCR)",47037,TCR,2014,2014,2014,N,Y,N,N
MN5500023,Brookside Campground,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,100,2014,"MCL, Monthly (TCR)",47813,TCR,2014,2014,,N,Y,N,N
MN5610448,Glacial Lakes State Park,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,100,2014,"MCL, Acute (TCR)",47826,TCR,2014,2014,2015,Y,Y,N,N
MN5610448,Glacial Lakes State Park,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,100,2011,"MCL, Monthly (TCR)",41407,TCR,2011,2011,2011,N,Y,N,N
MN5540117,Heart of the Valley Golf Course,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,35,2011,"MCL, Monthly (TCR)",41402,TCR,2011,2011,2011,N,Y,N,N
MN5550002,Marion Church of Christ,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,85,2011,"MCL, Monthly (TCR)",40856,TCR,2011,2011,2011,N,Y,N,N
MN5560753,Woodlawn Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,30,2011,"MCL, Monthly (TCR)",41405,TCR,2011,2011,2011,N,Y,N,N
MN5690084,Hibbing Taconite Company,,MN,Minnesota,NTNCWS,Non-Community,SW,Small,700,2015,Follow-up Or Routine LCR Tap M/R,47697,LCR,2015,,,N,N,Y,N
MN5690084,Hibbing Taconite Company,,MN,Minnesota,NTNCWS,Non-Community,SW,Small,700,2015,Treatment Technique (SWTR and GWR),47642,SWTR,2014,2014,2015,Y,Y,N,N
MN5690084,Hibbing Taconite Company,,MN,Minnesota,NTNCWS,Non-Community,SW,Small,700,2015,Treatment Technique (SWTR and GWR),47641,SWTR,2014,2014,2015,Y,Y,N,N
MN5690084,Hibbing Taconite Company,,MN,Minnesota,NTNCWS,Non-Community,SW,Small,700,2015,Treatment Technique (SWTR and GWR),48892,SWTR,2015,2015,2015,Y,Y,N,N
MN5640006,Bethany Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,78,2015,"Monitoring, Routine Major (TCR)",47699,TCR,2014,2014,,N,N,Y,N
MN5490213,The Flensburg Legion Club,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2014,"MCL, Monthly (TCR)",45926,TCR,2013,2013,2014,N,Y,N,N
MN5490213,The Flensburg Legion Club,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2013,"MCL, Monthly (TCR)",45926,TCR,2013,2013,2014,N,Y,N,N
MN5490224,The Rock,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,50,2013,"MCL, Average",28491,Nitrates,2006,2013,2013,Y,Y,N,N
MN5490224,The Rock,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,50,2012,"MCL, Average",28491,Nitrates,2006,2013,2013,Y,Y,N,N
MN5490224,The Rock,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,50,2011,"MCL, Average",28491,Nitrates,2006,2013,2013,Y,Y,N,N
MN5560027,St. Paul Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,80,2014,"MCL, Monthly (TCR)",47817,TCR,2014,2014,2015,N,Y,N,N
MN5560684,Ken's Tackle,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,40,2011,"MCL, Monthly (TCR)",41743,TCR,2011,2011,2011,N,Y,N,N
MN5560684,Ken's Tackle,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,40,2011,"MCL, Monthly (TCR)",40553,TCR,2010,2010,2011,N,Y,N,N
MN5560703,Oak Lawn Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,45,2014,"MCL, Monthly (TCR)",47043,TCR,2014,2014,2014,N,Y,N,N
MN5560708,Hollywood's Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"MCL, Monthly (TCR)",41404,TCR,2011,2011,2011,N,Y,N,N
MN5560618,Cenex Harvest States West,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2014,"MCL, Monthly (TCR)",46337,TCR,2014,2014,2014,N,Y,N,N
MN5560619,Underwood Quick Stop,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"MCL, Monthly (TCR)",40552,TCR,2011,2011,2011,N,Y,N,N
MN5550208,Ironwood Springs Christian Ranch,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2015,"Monitoring, Routine Major (TCR)",46977,TCR,2014,2014,,N,N,Y,N
MN5580106,Oak Lake Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2014,"MCL, Monthly (TCR)",47821,TCR,2014,2014,2015,N,Y,N,N
MN5580106,Oak Lake Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2014,"MCL, Monthly (TCR)",46339,TCR,2013,2013,2014,N,Y,N,N
MN5580106,Oak Lake Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2013,"MCL, Monthly (TCR)",44575,TCR,2012,2012,2013,N,Y,N,N
MN5580106,Oak Lake Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2013,"MCL, Monthly (TCR)",46339,TCR,2013,2013,2014,N,Y,N,N
MN5580106,Oak Lake Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2012,"MCL, Monthly (TCR)",44575,TCR,2012,2012,2013,N,Y,N,N
MN5580109,Duquette General Store,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2012,"MCL, Monthly (TCR)",44576,TCR,2012,2012,2012,N,Y,N,N
MN5560754,Ye Old Schoolhouse,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2014,"MCL, Monthly (TCR)",46338,TCR,2014,2014,2014,N,Y,N,N
MN5490284,Rice Creek Hunting and Recreation,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2015,"MCL, Monthly (TCR)",48977,TCR,2015,2015,,N,Y,N,N
MN5680045,New Life Assembly of God Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,50,2015,"MCL, Acute (TCR)",48230,TCR,2015,2015,2015,Y,Y,N,N
MN5680168,Central Boiler & Central Fireplace,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,200,2014,Follow-up Or Routine LCR Tap M/R,45876,LCR,2014,,2014,N,N,Y,N
MN5580181,Pathfinder Village,,MN,Minnesota,TNCWS,Non-Community,GW,Small,1200,2014,"MCL, Monthly (TCR)",47823,TCR,2014,2014,2014,N,Y,N,N
MN5580181,Pathfinder Village,,MN,Minnesota,TNCWS,Non-Community,GW,Small,1200,2011,"Monitoring, Routine Major (TCR)",41327,TCR,2011,2011,2011,N,N,Y,N
MN5580184,Oak Hills Campground,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2012,"MCL, Monthly (TCR)",43560,TCR,2012,2012,2012,N,Y,N,N
MN5560417,Inspiration Point Bible Camp,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,225,2013,"MCL, Monthly (TCR)",44772,TCR,2013,2013,2013,N,Y,N,N
MN5550307,Shar's Country Palace,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,100,2015,"MCL, Monthly (TCR)",47816,TCR,2014,2014,,N,Y,N,N
MN5550309,Guest House,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,30,2015,"Monitoring, Routine Major (TCR)",47721,TCR,2014,2014,,N,N,Y,N
MN5690204,Burntside Lodge,,MN,Minnesota,TNCWS,Non-Community,SW,Very Small,254,2013,"Monitoring, Routine Major (TCR)",45306,TCR,2013,2013,2013,N,N,Y,N
MN5690207,Northernair Lodge,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2014,"MCL, Monthly (TCR)",43566,TCR,2012,2012,2015,N,Y,N,N
MN5690207,Northernair Lodge,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2013,"MCL, Monthly (TCR)",43566,TCR,2012,2012,2015,N,Y,N,N
MN5610448,Glacial Lakes State Park,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,100,2015,"MCL, Acute (TCR)",47826,TCR,2014,2014,2015,Y,Y,N,N
MN5560020,Pine Beach Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,32,2014,"MCL, Monthly (TCR)",45368,TCR,2013,2013,2014,N,Y,N,N
MN5560020,Pine Beach Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,32,2013,"MCL, Monthly (TCR)",45368,TCR,2013,2013,2014,N,Y,N,N
MN5560278,Scenic Point Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,110,2013,"MCL, Average",38066,Nitrates,2009,2013,2013,Y,Y,N,N
MN5560278,Scenic Point Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,110,2012,"MCL, Average",38066,Nitrates,2009,2013,2013,Y,Y,N,N
MN5560278,Scenic Point Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,110,2011,"MCL, Average",38066,Nitrates,2009,2013,2013,Y,Y,N,N
MN5690098,Cherry School,,MN,Minnesota,NTNCWS,Non-Community,GW,Small,600,2015,"MCL, Monthly (TCR)",48231,TCR,2015,2015,,N,Y,N,N
MN5640029,Kuhar Park,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2014,"MCL, Monthly (TCR)",42552,TCR,2012,2012,2014,N,Y,N,N
MN5640029,Kuhar Park,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2013,"MCL, Monthly (TCR)",42552,TCR,2012,2012,2014,N,Y,N,N
MN5640029,Kuhar Park,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2012,"MCL, Monthly (TCR)",42552,TCR,2012,2012,2014,N,Y,N,N
MN5640029,Kuhar Park,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"MCL, Acute (TCR)",41408,TCR,2011,2011,2011,Y,Y,N,N
MN5390090,Lake Trails Base Camp,,MN,Minnesota,TNCWS,Non-Community,SW,Very Small,25,2015,Monthly Turbidity Exceed (Enhanced SWTR),48894,LT1 ESWTR,2015,2015,2015,Y,Y,N,N
MN5460018,East Chain Lutheran Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,165,2014,"MCL, Monthly (TCR)",46331,TCR,2014,2014,2014,N,Y,N,N
MN5560926,Blower's Chapel,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,70,2015,"MCL, Monthly (TCR)",48226,TCR,2015,2015,2015,N,Y,N,N
MN5480260,Kathio State Park,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,75,2014,"MCL, Monthly (TCR)",47808,TCR,2014,2014,2014,N,Y,N,N
MN5480261,Father Hennepin State Park,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,200,2014,"MCL, Monthly (TCR)",47809,TCR,2014,2014,2014,N,Y,N,N
MN5460009,Holy Family Catholic Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,100,2015,"Monitoring, Routine Major (TCR)",47894,TCR,2015,2015,,N,N,Y,N
MN5460009,Holy Family Catholic Church,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,100,2015,"Monitoring, Routine Major (TCR)",47707,TCR,2014,2014,,N,N,Y,N
MN5640151,J & J's Corner Coral,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2014,"MCL, Monthly (TCR)",46340,TCR,2014,2014,2014,N,Y,N,N
MN5560990,"Red Horse Ranch Arena, Inc.",,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,100,2012,"MCL, Monthly (TCR)",42128,TCR,2012,2012,2012,N,Y,N,N
MN5690191,Ash Trail Lodge,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,40,2015,"MCL, Monthly (TCR)",45933,TCR,2013,2013,2015,N,Y,N,N
MN5560699,Ottertail Beach Resort,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,40,2014,"Monitoring, Routine Major (TCR)",46972,TCR,2014,2014,,N,N,Y,N
